element_id,sbml_type,element_name,unit,annotation_type,qualifier,URI,remark
QUrine,species,Amount in urine,ug,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00272,
QUrine,species,,,rdf,BQB_IS,,
QFeces,species,Amount in feces,ug,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00273,
QFeces,species,,,rdf,BQB_IS,,
QExcretion,species,total excretion amount (urine+feces),ug,rdf,BQM_IS,,
QExcretion,species,,,rdf,BQB_IS,,
QIntestine,species,Amount in intestine,ug,rdf,BQM_IS,,
QIntestine,species,,,rdf,BQB_IS,,
QBlood1,species,Amount in plasma,ug,rdf,BQM_IS,,
QBlood1,species,,,rdf,BQB_IS,,
QBlood2,species,Amount in red blood cells,ug,rdf,BQM_IS,,
QBlood2,species,,,rdf,BQB_IS,,
QBlood3,species,Amount in metallothionein,ug,rdf,BQM_IS,,
QBlood3,species,,,rdf,BQB_IS,,
QOthers,species,amount in other tissues,ug,rdf,BQM_IS,,
QOthers,species,,,rdf,BQB_IS,,
CUrine,species,,ug,rdf,BQM_IS,,
CUrine,species,,,rdf,BQB_IS,,
QAir_Cig,species,,ug,rdf,BQM_IS,,
QAir_Cig,species,,,rdf,BQB_IS,,
QAir_Dust,species,,ug,rdf,BQM_IS,,
QAir_Dust,species,,,rdf,BQB_IS,,
Parameters,species,,ug,rdf,BQM_IS,,
Parameters,species,,,rdf,BQB_IS,,
VCreat,parameter,,g,rdf,BQM_IS,,
VCreat,parameter,,,rdf,BQB_IS,,
QAir,parameter,,,rdf,BQM_IS,,
QAir,parameter,,,rdf,BQB_IS,,
Sex,parameter,sex,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00123,
Sex,parameter,,,rdf,BQB_IS,,
BW,parameter,body weight,kg,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00008,
BW,parameter,,,rdf,BQB_IS,,
Age,parameter,age,y,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00521,
Age,parameter,,,rdf,BQB_IS,,
DeltaBW,parameter,,UNITLESS,rdf,BQM_IS,-,
DeltaBW,parameter,,,rdf,BQB_IS,,
Age_init,parameter,,y,rdf,BQM_IS,-,
Age_init,parameter,,,rdf,BQB_IS,,
CIngestion,parameter,,,rdf,BQM_IS,,
CIngestion,parameter,,,rdf,BQB_IS,,
QtCig,parameter,Quantity of Cd in 1 cigarette,,rdf,BQM_IS,,
QtCig,parameter,,,rdf,BQB_IS,,
ExpoCig,parameter,,,rdf,BQM_IS,,
ExpoCig,parameter,,,rdf,BQB_IS,,
Age_smoke_begin,parameter,,,rdf,BQM_IS,,
Age_smoke_begin,parameter,,,rdf,BQB_IS,,
Age_smoke_end,parameter,,,rdf,BQM_IS,,
Age_smoke_end,parameter,,,rdf,BQB_IS,,
CAir,parameter,Concentration of Cd in ambient air,,rdf,BQM_IS,,
CAir,parameter,,,rdf,BQB_IS,,
Vtidal_male,parameter,,,rdf,BQM_IS,,
Vtidal_male,parameter,,,rdf,BQB_IS,,
Vtidal_female,parameter,,,rdf,BQM_IS,,
Vtidal_female,parameter,,,rdf,BQB_IS,,
Vtidal,parameter,Tidal volume,L,rdf,BQM_IS,,
Vtidal,parameter,,,rdf,BQB_IS,,
FqBreath,parameter,Respiratory frequency,,rdf,BQM_IS,,
FqBreath,parameter,,,rdf,BQB_IS,,
Vds_male,parameter,,L,rdf,BQM_IS,,
Vds_male,parameter,,,rdf,BQB_IS,,
Vds_female,parameter,,L,rdf,BQM_IS,,
Vds_female,parameter,,,rdf,BQB_IS,,
Vds,parameter,Physiological dead space,L,rdf,BQM_IS,,
Vds,parameter,,,rdf,BQB_IS,,
VInhalation,parameter,volume of air inhaled,L/d,rdf,BQM_IS,,
VInhalation,parameter,,,rdf,BQB_IS,,
nbCig,parameter,,,rdf,BQM_IS,,
nbCig,parameter,,,rdf,BQB_IS,,
C1_cig,parameter,,,rdf,BQM_IS,,
C1_cig,parameter,,,rdf,BQB_IS,,
C1_dust,parameter,,,rdf,BQM_IS,,
C1_dust,parameter,,,rdf,BQB_IS,,
C2_cig,parameter,,,rdf,BQM_IS,,
C2_cig,parameter,,,rdf,BQB_IS,,
C2_dust,parameter,,,rdf,BQM_IS,,
C2_dust,parameter,,,rdf,BQB_IS,,
C3,parameter,Rate of transfer of inhalation intake to uptake pool,/d,rdf,BQM_IS,,
C3,parameter,,,rdf,BQB_IS,,
C4,parameter,Rate of transfer of air Cd to the GI-tract,/d,rdf,BQM_IS,,
C4,parameter,,,rdf,BQB_IS,,
C5,parameter,Fraction of GI-tract Cd retained in epithelium,UNITLESS,rdf,BQM_IS,,
C5,parameter,,,rdf,BQB_IS,,
C6,parameter,Rate of transfer of Cd in the GI-tract to uptake pool,/d,rdf,BQM_IS,,
C6,parameter,,,rdf,BQB_IS,,
C7,parameter,Fraction of uptake pool transferred to blood,UNITLESS,rdf,BQM_IS,,
C7,parameter,,,rdf,BQB_IS,,
C8,parameter,Maximum mass of Cd in uptake pool,ug,rdf,BQM_IS,,
C8,parameter,,,rdf,BQB_IS,,
I2,parameter,,,rdf,BQM_IS,,
I2,parameter,,,rdf,BQB_IS,,
C9,parameter,Rate of transfer from plasma to other tissues,/d,rdf,BQM_IS,,
C9,parameter,,,rdf,BQB_IS,,
C10,parameter,Rate of transfer of Cd in other tissues to plasma,/d,rdf,BQM_IS,,
C10,parameter,,,rdf,BQB_IS,,
C11,parameter,Rate of transfer of Cd in plasma to feces,/d,rdf,BQM_IS,,
C11,parameter,,,rdf,BQB_IS,,
C12,parameter,Rate of transfer of Cd in plasma to liver,/d,rdf,BQM_IS,,
C12,parameter,,,rdf,BQB_IS,,
C13,parameter,Rate of transfer of Cd in liver to plasma,/d,rdf,BQM_IS,,
C13,parameter,,,rdf,BQB_IS,,
C14,parameter,Rate of transfer of Cd in liver to metallothionein,/d,rdf,BQM_IS,,
C14,parameter,,,rdf,BQB_IS,,
C15,parameter,Rate of transfer of Cd in liver to feces,/d,rdf,BQM_IS,,
C15,parameter,,,rdf,BQB_IS,,
C16,parameter,Rate of transfer of Cd in blood red blodd cells to metallothionein,/d,rdf,BQM_IS,,
C16,parameter,,,rdf,BQB_IS,,
C17,parameter,Rate of transfer of Cd in metallothionein to kidney,/d,rdf,BQM_IS,,
C17,parameter,,,rdf,BQB_IS,,
C18,parameter,Rate of transfer of Cd in kidney to plasma,/d,rdf,BQM_IS,,
C18,parameter,,,rdf,BQB_IS,,
C19,parameter,Age-specific rate constant for transfer of Cd in kidney to urine,/d,rdf,BQM_IS,,
C19,parameter,,,rdf,BQB_IS,,
C21,parameter,Increased transfer of Cd from kidney to urine after age 30,,rdf,BQM_IS,,
C21,parameter,,,rdf,BQB_IS,,
C20,parameter,Fraction of Cd in plasma and red blood cells that contribute to cadmium in whole blood,UNITLESS,rdf,BQM_IS,,
C20,parameter,,,rdf,BQB_IS,,
CX,parameter,Rate of transfer of Cd in B1 to blood B2,/d,rdf,BQM_IS,,
CX,parameter,,,rdf,BQB_IS,,
